subject	session	mean_signal	median_signal	std_signal	mean_b0_signal	mean_diffusion_signal
sub-039	ses-02	390.1170043945313	794.0	2363.962890625	1280.8963623046875	341.30718994140625
sub-039	ses-02	330.1007080078125	281.0	210.9077606201172	606.50390625	229.59048461914065
sub-040	ses-01	98.35667419433594	83.0	76.58540344238281	293.9681701660156	87.63823699951172
sub-040	ses-01	659.3231201171875	1374.0	2475.79833984375	1781.6129150390625	597.8277587890625
sub-040	ses-01	377.5354309082031	324.0	229.1034545898437	673.7483520507812	269.8216552734375
sub-040	ses-02	94.02108764648438	81.0	70.09197235107422	278.520263671875	83.91154479980469
sub-040	ses-02	812.8893432617188	1536.0	2430.039306640625	1791.0240478515625	759.2929077148438
sub-040	ses-02	366.2703247070313	316.0	220.0686187744141	651.5177612304688	262.5439758300781
sub-041	ses-01	105.39713287353516	89.0	87.07566833496094	338.8249206542969	92.6065673828125
sub-041	ses-01	-18.086891174316406	-26.0	2334.001220703125	-158.91444396972656	-10.37031364440918
sub-041	ses-01	271.4381103515625	236.0	175.02015686035156	497.5355529785156	189.22085571289065
sub-041	ses-02	100.4023666381836	85.0	81.54753875732422	321.8047180175781	88.2707290649414
sub-041	ses-02	634.9403686523438	1362.0	2464.083251953125	1884.2745361328125	566.4837036132812
sub-041	ses-02	288.90869140625	250.0	182.7340087890625	525.023681640625	203.0487365722656
sub-042	ses-01	98.96239471435548	85.0	68.15483856201172	274.7529296875	89.33003234863281
sub-042	ses-01	675.3168334960938	1724.0	2737.07666015625	2441.367431640625	578.546875
sub-042	ses-01	292.1085510253906	255.0	167.7624969482422	511.9077758789063	212.1815490722656
sub-043	ses-02	115.29777526855467	95.0	94.11247253417967	359.0552978515625	101.9412078857422
sub-043	ses-02	117.96520233154295	97.0	96.10488891601562	368.8783874511719	104.21653747558594
sub-043	ses-02	57.853126525878906	122.0	2318.881103515625	72.75624084472656	57.03651428222656
sub-043	ses-02	499.8204040527344	988.0	2371.991455078125	1368.56640625	452.21783447265625
sub-043	ses-02	384.6749267578125	332.0	231.1328582763672	687.6302490234375	274.50933837890625
sub-043	ses-02	362.1546630859375	316.0	222.08531188964844	652.9453125	256.41259765625
sub-044	ses-01	109.67831420898438	93.0	83.08051300048828	321.3134155273437	98.08187103271484
sub-044	ses-01	115.9570083618164	230.0	2301.45361328125	179.6084747314453	112.46924591064452
sub-044	ses-01	364.8267211914063	320.0	218.98025512695312	648.7046508789062	261.598388671875
sub-044	ses-02	109.50320434570312	95.0	83.4234848022461	322.1836242675781	97.84947967529295
sub-044	ses-02	827.5979614257812	1502.0	2363.744873046875	1565.4815673828125	787.1658935546875
