file	variable_name	shape	example_values	possible_role
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-36-46_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=5008.71433; examples=[4797.8848164, 0.0, 1.0, 4797.9022665, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-42-44_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.0165032; max=0.0165032; examples=[0.016503200000006473]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-42-44_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=5155.03229; max=5365.86647; examples=[5155.0322933, 5155.9692641, 5156.9062307, 5157.8432959, 5158.7803033]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-42-44_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=5365.87718; examples=[5155.0362398, 0.0, 1.0, 5155.0452564, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-48-11_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.016569404; max=0.016569404; examples=[0.016569404000001668]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-48-11_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=5482.60691; max=5693.43969; examples=[5482.606913, 5483.5435045, 5484.4805477, 5485.4174521, 5486.3545784]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-48-11_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=5693.44509; examples=[5482.6149804, 0.0, 1.0, 5482.639855, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-52-16_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.016654532; max=0.016654532; examples=[0.016654531999993196]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-52-16_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=5727.91111; max=5938.74487; examples=[5727.9111142, 5728.8477362, 5729.7856958, 5730.722796, 5731.6597227]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-52-16_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=5938.76051; examples=[5727.9191827, 0.0, 1.0, 5727.9434966, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.473753; max=201.473753; examples=[201.47375343199943]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.016654532; max=0.016654532; examples=[0.016654531999993196]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=5938.76094; max=5938.76094; examples=[5938.7609375]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.016654532; max=0.016654532; examples=[0.016654531999993196]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=5727.91111; max=5938.74487; examples=[5727.9111142, 5728.8477362, 5729.7856958, 5730.722796, 5731.6597227]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=5938.76051; examples=[5727.9191827, 0.0, 1.0, 5727.9434966, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.016654532; max=0.016654532; examples=[0.016654531999993196]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.841329; max=210.841329; examples=[210.84132929999942]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12660; max=12660; examples=[12660]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random.mat	vbl	12718x3	dtype=float64; min=0; max=5938.76051; examples=[5727.9191827, 0.0, 1.0, 5727.9434966, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/runs_random_record_SUBC051_Session01.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-34-17_AM__scan_info_for_subject_SUBC053__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.016565498; max=0.016565498; examples=[0.016565497999545188]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-34-17_AM__scan_info_for_subject_SUBC053__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=575497.881; max=575708.714; examples=[575497.8811068, 575498.8175078, 575499.7544441, 575500.6915008, 575501.6284616]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-34-17_AM__scan_info_for_subject_SUBC053__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=575708.727; examples=[575497.8889092, 0.0, 1.0, 575497.8981492, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-38-23_AM__scan_info_for_subject_SUBC053__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.01656403; max=0.01656403; examples=[0.016564030000008643]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-38-23_AM__scan_info_for_subject_SUBC053__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=575743.352; max=575954.185; examples=[575743.3517308, 575744.2884677, 575745.2254686, 575746.1623792, 575747.0995144]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-38-23_AM__scan_info_for_subject_SUBC053__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=575954.191; examples=[575743.3580574, 0.0, 1.0, 575743.3661754, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-44-17_AM__scan_info_for_subject_SUBC053__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.01656608; max=0.01656608; examples=[0.016566080001648515]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-44-17_AM__scan_info_for_subject_SUBC053__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=576097.517; max=576308.35; examples=[576097.5167102, 576098.4542475, 576099.3914806, 576100.3282942, 576101.265339]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-44-17_AM__scan_info_for_subject_SUBC053__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=576308.354; examples=[576097.5261233, 0.0, 1.0, 576097.5467344, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-48-22_AM__scan_info_for_subject_SUBC053__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.016582384; max=0.016582384; examples=[0.016582384000066668]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-48-22_AM__scan_info_for_subject_SUBC053__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=576342.728; max=576553.561; examples=[576342.7276585, 576343.665185, 576344.6022621, 576345.5392573, 576346.4763701]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/November-08-2024_ 8-48-22_AM__scan_info_for_subject_SUBC053__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=576553.568; examples=[576342.7351854, 0.0, 1.0, 576342.7441169, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.482999; max=201.482999; examples=[201.4829985840409]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC53_Session01_2024NOV08/SUBC053_Session01_2024NOV08_MATLAB/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
